Category,Prop._SNPs,Prop._h2,Prop._h2_std_error,Enrichment,Enrichment_std_error,Enrichment_p,Coefficient,Coefficient_std_error,Coefficient_z.score,group,Coefficient_p,Coefficient_p_fdr,title
L2_0,0.0149775608576739,0.39271873730155,0.142156024625718,26.2204734825255,9.49126670067129,0.007983715884624,6.24117704351061e-08,2.68740921623836e-08,2.32237688469587,AD,0.010106325449856,0.0303189763495681,s-LDSC
L2_0,0.0149775608576739,0.0259449657171947,0.509697391336574,1.73225573668102,34.0307341215326,0.982613984380862,-0.00239388347565569,0.00580802373274953,-0.412168335703824,ALS,0.65989197796336,0.722405263681498,s-LDSC
L2_0,0.0149775608576739,-0.0554169008296813,0.0543085706980208,-3.69999503632716,3.62599566205036,0.183011636481326,-6.65441020981468e-08,1.1278627815667e-07,-0.590001755406018,ASD,0.722405263681498,0.722405263681498,s-LDSC
